movie_title,content_rating,content_rating_id,genres,genres_encoded,runtime,original_release_date,tomatometer_status,tomatometer_rating,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
The Heartbreak Kid,R,3,"Comedy, Drama, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",118.0,2007-10-05,Rotten,28.0,47,45,113
The Heat,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",117.0,2013-06-28,Fresh,66.0,44,120,63
The Hedgehog,PG,1,"Art House & International, Comedy, Drama","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100.0,2011-08-19,Certified-Fresh,87.0,25,62,9
The Heir Apparent: Largo Winch,NR,5,"Action & Adventure, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",108.0,2011-11-18,Rotten,53.0,11,10,9
The Help,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",146.0,2011-08-10,Certified-Fresh,76.0,53,173,54
The Hero,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96.0,2017-06-09,Certified-Fresh,78.0,27,88,25
The High Cost of Living,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92.0,2011-05-13,Rotten,53.0,6,8,7
The High Note,PG-13,2,"Drama, Musical & Performing Arts, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",113.0,2020-05-08,Fresh,70.0,32,123,53
The Highwaymen,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",132.0,2019-03-15,Rotten,57.0,35,79,59
The Hippopotamus,NR,5,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",89.0,2017-06-15,Rotten,57.0,4,8,6
The Hitman's Bodyguard,R,3,"Action & Adventure, Comedy","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",118.0,2017-08-18,Rotten,43.0,37,97,126
The Hobbit: An Unexpected Journey,PG-13,2,"Action & Adventure, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",169.0,2012-12-14,Fresh,64.0,56,195,109
The Hobbit: The Battle of the Five Armies,PG-13,2,"Action & Adventure, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",144.0,2014-12-17,Rotten,59.0,53,155,107
The Hobbit: The Desolation of Smaug,PG-13,2,"Action & Adventure, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",160.0,2013-12-13,Certified-Fresh,74.0,49,182,66
The Hole (Le Trou),NR,5,"Art House & International, Drama, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",15.0,1964-05-26,Fresh,94.0,6,16,1
The Hole in the Ground,R,3,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",90.0,2019-03-01,Certified-Fresh,83.0,14,73,15
The Holiday,PG-13,2,"Comedy, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",132.0,2006-12-02,Rotten,49.0,42,77,79
The Hollars,PG-13,2,"Comedy, Drama, Kids & Family","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",88.0,2016-08-26,Rotten,47.0,24,43,49
The Hollow,NR,5,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",128.0,2016-10-07,Rotten,40.0,1,2,3
The Hollow Point,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",97.0,2016-12-16,Rotten,40.0,6,6,9
The Homesman,R,3,"Drama, Western","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",122.0,2014-11-14,Certified-Fresh,81.0,45,124,30
The Honeymoon Phase,NR,5,"Drama, Mystery & Suspense, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",88.0,2020-08-21,Fresh,89.0,0,8,1
The Horde (La Horde),NR,5,"Action & Adventure, Art House & International, Horror, Mystery & Suspense","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",90.0,2009-07-01,Rotten,45.0,7,9,11
The Hornet's Nest,R,3,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",95.0,2014-05-30,Fresh,72.0,6,13,5
The Horror of Frankenstein,R,3,"Art House & International, Comedy, Horror","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,1971-06-17,Rotten,55.0,1,6,5
The Horror Show,R,3,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,1989-04-28,Rotten,0.0,1,0,8
The Horseman,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",110.0,2008-08-03,Fresh,60.0,10,18,12
The Host,R,3,"Action & Adventure, Art House & International, Comedy, Drama, Horror","[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",119.0,2007-03-09,Certified-Fresh,93.0,42,146,11
The Host,PG-13,2,"Action & Adventure, Science Fiction & Fantasy, Romance","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",125.0,2013-03-29,Rotten,9.0,33,12,119
The Host,R,3,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",103.0,2020-01-17,Rotten,25.0,4,4,12
The Hot Flashes,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99.0,2013-07-12,Rotten,36.0,11,9,16
The Hours and Times,NR,5,"Art House & International, Drama, Musical & Performing Arts","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",60.0,2019-03-01,Fresh,80.0,4,12,3
The House,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88.0,2017-06-30,Rotten,20.0,17,16,65
The House I Live In,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",108.0,2012-10-05,Certified-Fresh,94.0,27,62,4
The House of the Devil,R,3,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93.0,2009-10-30,Certified-Fresh,85.0,26,86,15
The House of the Spirits,R,3,"Art House & International, Classics, Drama, Romance","[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",138.0,1994-04-01,Rotten,30.0,16,11,26
The House That Jack Built,R,3,"Drama, Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",151.0,2018-12-14,Rotten,59.0,30,78,54
The House with a Clock in Its Walls,PG,1,"Comedy, Kids & Family, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",105.0,2018-09-21,Fresh,66.0,31,141,74
The Housemaid,NR,5,"Art House & International, Drama, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",106.0,2011-01-21,Fresh,69.0,24,49,22
The Housemaid (Cô Hâu Gái),NR,5,"Drama, Horror","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105.0,2018-02-16,Fresh,71.0,4,10,4
The Houses October Built,NR,5,"Drama, Horror","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",91.0,2014-10-10,Fresh,60.0,4,9,6
The Houses October Built 2,NR,5,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",101.0,2017-09-22,Rotten,13.0,1,1,7
The Human Centipede II (Full Sequence),R,3,"Drama, Horror","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88.0,2011-10-07,Rotten,29.0,26,24,58
The Human Centipede III (Final Sequence),NR,5,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",103.0,2015-05-22,Rotten,17.0,13,8,38
The Human Comedy,NR,5,"Classics, Comedy, Drama, Kids & Family","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",118.0,1943-03-02,Fresh,80.0,0,4,1
The Human Experiment,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",52.0,2015-04-17,Rotten,50.0,4,5,5
The Human Race,PG-13,2,"Horror, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",90.0,2014-06-13,Rotten,42.0,3,5,7
The Human Resources Manager,NR,5,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",103.0,2011-03-04,Fresh,75.0,8,24,8
The Human Scale,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83.0,2013-10-18,Fresh,64.0,6,7,4
Human Tornado,R,3,"Action & Adventure, Comedy, Cult Movies","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",85.0,1984-09-19,Fresh,80.0,0,4,1
The Humanity Bureau,R,3,"Action & Adventure, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",95.0,2018-04-06,Rotten,25.0,2,2,6
The Humbling,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",113.0,2015-01-23,Rotten,52.0,22,32,29
The Hummingbird Project,R,3,"Comedy, Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",111.0,2019-03-15,Rotten,58.0,30,68,50
The Hunchback of Notre Dame II,G,0,"Animation, Kids & Family","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",68.0,2001-12-31,Rotten,30.0,0,3,7
The Hundred-Foot Journey,PG,1,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",122.0,2014-08-08,Fresh,67.0,43,99,48
The Hunger,R,3,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",97.0,1983-04-29,Rotten,53.0,5,17,15
The Hunger Games,PG-13,2,"Drama, Mystery & Suspense, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",142.0,2012-03-23,Certified-Fresh,84.0,57,261,49
The Hunger Games: Catching Fire,PG-13,2,"Action & Adventure, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",146.0,2013-11-22,Certified-Fresh,90.0,62,260,30
The Hunger Games: Mockingjay - Part 1,PG-13,2,"Action & Adventure, Drama, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",123.0,2014-11-21,Fresh,69.0,57,205,94
The Hunger Games: Mockingjay - Part 2,PG-13,2,"Action & Adventure, Drama, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",136.0,2015-11-20,Fresh,69.0,53,200,88
The Hungry Ghosts,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105.0,2010-10-01,Rotten,14.0,5,1,6
The Hunt,NR,5,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",74.0,2012-07-24,Fresh,83.0,1,5,1
The Hunt (Jagten),R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",110.0,2013-07-12,Certified-Fresh,93.0,34,124,10
The Hunt,R,3,"Action & Adventure, Horror, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",90.0,2020-03-13,Rotten,57.0,38,139,107
The Hunter,R,3,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100.0,2012-04-06,Fresh,72.0,23,68,27
The Hunter's Prayer,R,3,"Action & Adventure, Drama, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",91.0,2017-06-09,Rotten,33.0,5,7,14
The Hunting Ground,PG-13,2,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,2015-02-27,Certified-Fresh,93.0,31,67,5
The Hunting of the President,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",88.0,2004-06-01,Fresh,74.0,23,42,15
The Hunting Party,R,3,"Action & Adventure, Art House & International, Classics, Western","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",108.0,1971-05-26,Rotten,20.0,4,2,8
The Huntsman: Winter's War,PG-13,2,"Action & Adventure, Drama, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",114.0,2016-04-22,Rotten,19.0,42,41,174
The Hurricane Heist,PG-13,2,"Action & Adventure, Drama, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",103.0,2018-03-09,Rotten,47.0,10,28,31
The Hurt Locker,R,3,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127.0,2009-06-26,Certified-Fresh,97.0,59,277,8
The Hustle,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",94.0,2019-05-10,Rotten,13.0,28,22,143
The Ice Cream Truck,NR,5,"Comedy, Horror","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96.0,2017-08-18,Fresh,72.0,3,13,5
The Iceman,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",105.0,2013-05-03,Fresh,66.0,37,84,43
The Identical,PG,1,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",107.0,2014-09-05,Rotten,6.0,23,4,65
The Ides of March,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",100.0,2011-10-07,Certified-Fresh,84.0,55,204,39
The Illusionist (L'illusionniste),PG,1,"Animation, Art House & International, Comedy, Drama","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",90.0,2010-12-25,Certified-Fresh,90.0,33,119,13
The Imaginarium of Doctor Parnassus,PG-13,2,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",122.0,2009-12-25,Fresh,64.0,50,126,71
The Imitation Game,PG-13,2,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",113.0,2014-11-28,Certified-Fresh,89.0,60,251,30
The Immigrant,R,3,"Drama, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",117.0,2014-05-16,Certified-Fresh,85.0,41,95,17
The Immortalists,NR,5,"Documentary, Drama","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",78.0,2014-11-28,Fresh,67.0,6,8,4
The Impossible,PG-13,2,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",114.0,2012-12-21,Certified-Fresh,81.0,52,163,38
The Imposter,R,3,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",95.0,2012-07-13,Certified-Fresh,95.0,37,110,6
The In-Laws,PG-13,2,"Action & Adventure, Comedy, Mystery & Suspense","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",103.0,1979-06-01,Fresh,88.0,0,21,3
The Inbetweeners,R,3,"Art House & International, Comedy","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",97.0,2012-09-07,Rotten,53.0,17,27,24
The Incomparable Rose Hartman,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",71.0,2017-06-02,Fresh,75.0,5,6,2
The Incredible Burt Wonderstone,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100.0,2013-03-15,Rotten,38.0,47,74,121
The Incredible Hulk,PG-13,2,"Action & Adventure, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",112.0,2008-06-12,Fresh,67.0,47,156,77
The Incredible Mr. Limpet,G,0,"Animation, Comedy, Kids & Family","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,1964-01-01,Rotten,40.0,0,4,6
The Incredibly True Adventure of Two Girls in Love,R,3,"Art House & International, Comedy, Drama, Romance, Gay & Lesbian","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",94.0,1995-06-16,Fresh,64.0,4,7,4
The Indian Runner,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",126.0,1991-06-01,Fresh,74.0,5,14,5
The Inevitable Defeat of Mister & Pete,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108.0,2013-10-11,Fresh,86.0,11,32,5
The Infidel,NR,5,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",104.0,2010-05-05,Fresh,60.0,4,15,10
The Infiltrator,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127.0,2016-07-13,Fresh,72.0,41,128,51
The Infiltrators,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,2020-05-01,Fresh,87.0,11,27,4
The Innkeepers,R,3,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",101.0,2012-02-03,Certified-Fresh,79.0,38,96,25
The Innocent (L'innocente),R,3,"Art House & International, Drama, Romance","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",125.0,1979-01-11,Fresh,79.0,7,15,4
The Institute,R,3,"Drama, Horror","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",90.0,2017-03-03,Rotten,0.0,2,0,5
The Insult (L'insulte),R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",113.0,2018-01-12,Certified-Fresh,87.0,25,99,15
The Intended,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",112.0,2004-06-17,Rotten,33.0,12,9,18
The Intern,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",121.0,2015-09-25,Fresh,60.0,44,117,78
The Internet's Own Boy: The Story of Aaron Swartz,R,3,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",105.0,2014-06-27,Certified-Fresh,93.0,23,56,4
The Internship,PG-13,2,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",119.0,2013-06-07,Rotten,35.0,48,59,111
The Interrupters,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",125.0,2011-07-29,Certified-Fresh,99.0,32,92,1
The Intervention,R,3,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",90.0,2016-08-26,Certified-Fresh,78.0,13,40,11
The Interview,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",111.0,2014-12-25,Rotten,52.0,39,79,72
The Intouchables,R,3,"Art House & International, Comedy, Drama, Special Interest","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",110.0,2012-05-25,Certified-Fresh,75.0,40,94,32
The Intruder,PG-13,2,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",102.0,2019-05-03,Rotten,33.0,18,33,66
The Invisible Man,R,3,"Horror, Mystery & Suspense, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",124.0,2020-02-28,Certified-Fresh,91.0,48,356,34
The Invisible War,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",95.0,2012-06-22,Certified-Fresh,99.0,25,71,1
The Invisible Woman,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",111.0,2013-12-25,Certified-Fresh,75.0,51,118,40
The Invitation,NR,5,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",99.0,2016-04-08,Certified-Fresh,88.0,23,93,12
The Iran Job,NR,5,"Documentary, Special Interest, Sports & Fitness","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",90.0,2013-06-07,Fresh,90.0,9,19,2
The Irishman,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",209.0,2019-11-01,Certified-Fresh,96.0,53,421,19
The Iron Ladies,NR,5,"Art House & International, Comedy, Drama","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",104.0,2001-01-19,Rotten,56.0,15,19,15
